source_label,source,relation,target_label,target
Character,Century,HAS_INTELLIGENCE,Stat,88
Character,Century,HAS_STRENGTH,Stat,80
Character,Century,HAS_SPEED,Stat,53
Character,Century,HAS_DURABILITY,Stat,64
Character,Century,HAS_POWER,Stat,100
Character,Century,HAS_COMBAT,Stat,100
Character,Chamber,HAS_GENDER,Gender,Male
Character,Chamber,HAS_RACE,Race,Mutant
Character,Chamber,HAS_ALIGNMENT,Alignment,good
Character,Chamber,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Chamber,HAS_OCCUPATION,Occupation,Adventurer
Character,Chamber,HAS_INTELLIGENCE,Stat,50
Character,Chamber,HAS_STRENGTH,Stat,10
Character,Chamber,HAS_SPEED,Stat,20
Character,Chamber,HAS_DURABILITY,Stat,80
Character,Chamber,HAS_POWER,Stat,57
Character,Chamber,HAS_COMBAT,Stat,64
Character,Chameleon,HAS_GENDER,Gender,Male
Character,Chameleon,HAS_RACE,Race,
Character,Chameleon,HAS_ALIGNMENT,Alignment,bad
Character,Chameleon,HAS_PUBLISHER,Publisher,DC Comics
Character,Chameleon,HAS_OCCUPATION,Occupation,-
Character,Chameleon,HAS_INTELLIGENCE,Stat,88
Character,Chameleon,HAS_STRENGTH,Stat,10
Character,Chameleon,HAS_SPEED,Stat,12
Character,Chameleon,HAS_DURABILITY,Stat,28
Character,Chameleon,HAS_POWER,Stat,28
Character,Chameleon,HAS_COMBAT,Stat,28
Character,Changeling,HAS_GENDER,Gender,Male
Character,Changeling,HAS_RACE,Race,
Character,Changeling,HAS_ALIGNMENT,Alignment,bad
Character,Changeling,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Changeling,HAS_OCCUPATION,Occupation,"Former substitute teacher, adventurer, subversive"
Character,Changeling,HAS_INTELLIGENCE,Stat,63
Character,Changeling,HAS_STRENGTH,Stat,10
Character,Changeling,HAS_SPEED,Stat,23
Character,Changeling,HAS_DURABILITY,Stat,42
Character,Changeling,HAS_POWER,Stat,64
Character,Changeling,HAS_COMBAT,Stat,64
Character,Cheetah,HAS_GENDER,Gender,Female
Character,Cheetah,HAS_RACE,Race,Human
Character,Cheetah,HAS_ALIGNMENT,Alignment,bad
Character,Cheetah,HAS_PUBLISHER,Publisher,DC Comics
Character,Cheetah,HAS_OCCUPATION,Occupation,-
Character,Cheetah,HAS_INTELLIGENCE,Stat,38
Character,Cheetah,HAS_STRENGTH,Stat,8
Character,Cheetah,HAS_SPEED,Stat,42
Character,Cheetah,HAS_DURABILITY,Stat,20
Character,Cheetah,HAS_POWER,Stat,32
Character,Cheetah,HAS_COMBAT,Stat,70
Character,Cheetah III,HAS_GENDER,Gender,Female
Character,Cheetah III,HAS_RACE,Race,Human
Character,Cheetah III,HAS_ALIGNMENT,Alignment,bad
Character,Cheetah III,HAS_PUBLISHER,Publisher,DC Comics
Character,Cheetah III,HAS_OCCUPATION,Occupation,"Archaeologist, Anthropologist"
Character,Cheetah III,HAS_INTELLIGENCE,Stat,88
Character,Cheetah III,HAS_STRENGTH,Stat,100
Character,Cheetah III,HAS_SPEED,Stat,88
Character,Cheetah III,HAS_DURABILITY,Stat,80
Character,Cheetah III,HAS_POWER,Stat,78
Character,Cheetah III,HAS_COMBAT,Stat,95
Character,Chuck Norris,HAS_GENDER,Gender,Male
Character,Chuck Norris,HAS_RACE,Race,
Character,Chuck Norris,HAS_ALIGNMENT,Alignment,good
Character,Chuck Norris,HAS_PUBLISHER,Publisher,
Character,Chuck Norris,HAS_OCCUPATION,Occupation,-
Character,Chuck Norris,HAS_INTELLIGENCE,Stat,50
Character,Chuck Norris,HAS_STRENGTH,Stat,80
Character,Chuck Norris,HAS_SPEED,Stat,47
Character,Chuck Norris,HAS_DURABILITY,Stat,56
Character,Chuck Norris,HAS_POWER,Stat,42
Character,Chuck Norris,HAS_COMBAT,Stat,99
Character,Citizen Steel,HAS_GENDER,Gender,Male
Character,Citizen Steel,HAS_RACE,Race,Human
Character,Citizen Steel,HAS_ALIGNMENT,Alignment,good
Character,Citizen Steel,HAS_PUBLISHER,Publisher,DC Comics
Character,Citizen Steel,HAS_OCCUPATION,Occupation,"Adventurer, former Professional Football Player"
Character,Citizen Steel,HAS_INTELLIGENCE,Stat,50
Character,Citizen Steel,HAS_STRENGTH,Stat,95
Character,Citizen Steel,HAS_SPEED,Stat,33
Character,Citizen Steel,HAS_DURABILITY,Stat,100
Character,Citizen Steel,HAS_POWER,Stat,23
Character,Citizen Steel,HAS_COMBAT,Stat,60
Character,Claire Bennet,HAS_GENDER,Gender,Female
Character,Claire Bennet,HAS_RACE,Race,
Character,Claire Bennet,HAS_ALIGNMENT,Alignment,good
Character,Claire Bennet,HAS_PUBLISHER,Publisher,NBC - Heroes
Character,Claire Bennet,HAS_OCCUPATION,Occupation,"High school student, cheerleader"
Character,Claire Bennet,HAS_INTELLIGENCE,Stat,38
Character,Claire Bennet,HAS_STRENGTH,Stat,9
Character,Claire Bennet,HAS_SPEED,Stat,12
Character,Claire Bennet,HAS_DURABILITY,Stat,100
Character,Claire Bennet,HAS_POWER,Stat,90
Character,Claire Bennet,HAS_COMBAT,Stat,28
Character,Cloak,HAS_GENDER,Gender,Male
Character,Cloak,HAS_RACE,Race,
Character,Cloak,HAS_ALIGNMENT,Alignment,good
Character,Cloak,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Cloak,HAS_OCCUPATION,Occupation,Vigilante
Character,Cloak,HAS_INTELLIGENCE,Stat,63
Character,Cloak,HAS_STRENGTH,Stat,10
Character,Cloak,HAS_SPEED,Stat,47
Character,Cloak,HAS_DURABILITY,Stat,64
Character,Cloak,HAS_POWER,Stat,100
Character,Cloak,HAS_COMBAT,Stat,56
Character,Clock King,HAS_GENDER,Gender,Male
Character,Clock King,HAS_RACE,Race,Human
Character,Clock King,HAS_ALIGNMENT,Alignment,bad
Character,Clock King,HAS_PUBLISHER,Publisher,DC Comics
Character,Clock King,HAS_OCCUPATION,Occupation,-
Character,Clock King,HAS_INTELLIGENCE,Stat,75
Character,Clock King,HAS_STRENGTH,Stat,10
Character,Clock King,HAS_SPEED,Stat,17
Character,Clock King,HAS_DURABILITY,Stat,10
Character,Clock King,HAS_POWER,Stat,7
Character,Clock King,HAS_COMBAT,Stat,40
Character,Colossus,HAS_GENDER,Gender,Male
Character,Colossus,HAS_RACE,Race,Mutant
Character,Colossus,HAS_ALIGNMENT,Alignment,good
Character,Colossus,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Colossus,HAS_OCCUPATION,Occupation,"(current) Adventurer, student, (former) Artist"
Character,Colossus,HAS_INTELLIGENCE,Stat,63
Character,Colossus,HAS_STRENGTH,Stat,83
Character,Colossus,HAS_SPEED,Stat,33
Character,Colossus,HAS_DURABILITY,Stat,100
Character,Colossus,HAS_POWER,Stat,45
Character,Colossus,HAS_COMBAT,Stat,80
Character,Copycat,HAS_GENDER,Gender,Female
Character,Copycat,HAS_RACE,Race,Mutant
Character,Copycat,HAS_ALIGNMENT,Alignment,neutral
Character,Copycat,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Copycat,HAS_OCCUPATION,Occupation,-
Character,Copycat,HAS_INTELLIGENCE,Stat,56
Character,Copycat,HAS_STRENGTH,Stat,10
Character,Copycat,HAS_SPEED,Stat,21
Character,Copycat,HAS_DURABILITY,Stat,25
Character,Copycat,HAS_POWER,Stat,54
Character,Copycat,HAS_COMBAT,Stat,60
Character,Cottonmouth,HAS_GENDER,Gender,Male
Character,Cottonmouth,HAS_RACE,Race,Human
Character,Cottonmouth,HAS_ALIGNMENT,Alignment,bad
Character,Cottonmouth,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Cottonmouth,HAS_OCCUPATION,Occupation,Professional criminal
Character,Cottonmouth,HAS_INTELLIGENCE,Stat,50
Character,Cottonmouth,HAS_STRENGTH,Stat,10
Character,Cottonmouth,HAS_SPEED,Stat,8
Character,Cottonmouth,HAS_DURABILITY,Stat,10
Character,Cottonmouth,HAS_POWER,Stat,27
Character,Cottonmouth,HAS_COMBAT,Stat,25
Character,Crystal,HAS_GENDER,Gender,Female
Character,Crystal,HAS_RACE,Race,Inhuman
Character,Crystal,HAS_ALIGNMENT,Alignment,good
Character,Crystal,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Crystal,HAS_OCCUPATION,Occupation,"Mother, adventuress"
Character,Crystal,HAS_INTELLIGENCE,Stat,63
Character,Crystal,HAS_STRENGTH,Stat,16
Character,Crystal,HAS_SPEED,Stat,12
Character,Crystal,HAS_DURABILITY,Stat,14
Character,Crystal,HAS_POWER,Stat,61
Character,Crystal,HAS_COMBAT,Stat,56
Character,Cyborg,HAS_GENDER,Gender,Male
Character,Cyborg,HAS_RACE,Race,Cyborg
Character,Cyborg,HAS_ALIGNMENT,Alignment,good
Character,Cyborg,HAS_PUBLISHER,Publisher,DC Comics
Character,Cyborg,HAS_OCCUPATION,Occupation,"Adventurer, Teen Titan"
Character,Cyborg,HAS_INTELLIGENCE,Stat,75
Character,Cyborg,HAS_STRENGTH,Stat,53
Character,Cyborg,HAS_SPEED,Stat,42
Character,Cyborg,HAS_DURABILITY,Stat,85
Character,Cyborg,HAS_POWER,Stat,71
Character,Cyborg,HAS_COMBAT,Stat,64
Character,Cyborg Superman,HAS_GENDER,Gender,Male
Character,Cyborg Superman,HAS_RACE,Race,Cyborg
Character,Cyborg Superman,HAS_ALIGNMENT,Alignment,bad
Character,Cyborg Superman,HAS_PUBLISHER,Publisher,DC Comics
Character,Cyborg Superman,HAS_OCCUPATION,Occupation,-
Character,Cyborg Superman,HAS_INTELLIGENCE,Stat,75
Character,Cyborg Superman,HAS_STRENGTH,Stat,93
Character,Cyborg Superman,HAS_SPEED,Stat,92
Character,Cyborg Superman,HAS_DURABILITY,Stat,100
Character,Cyborg Superman,HAS_POWER,Stat,100
Character,Cyborg Superman,HAS_COMBAT,Stat,80
Character,Cyclops,HAS_GENDER,Gender,Male
Character,Cyclops,HAS_RACE,Race,Mutant
Character,Cyclops,HAS_ALIGNMENT,Alignment,good
Character,Cyclops,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Cyclops,HAS_OCCUPATION,Occupation,"Leader of mutant race, adventurer, headmaster, former student, radio announcer"
Character,Cyclops,HAS_INTELLIGENCE,Stat,75
Character,Cyclops,HAS_STRENGTH,Stat,10
Character,Cyclops,HAS_SPEED,Stat,23
Character,Cyclops,HAS_DURABILITY,Stat,42
Character,Cyclops,HAS_POWER,Stat,76
Character,Cyclops,HAS_COMBAT,Stat,80
Character,Dagger,HAS_GENDER,Gender,Female
Character,Dagger,HAS_RACE,Race,
Character,Dagger,HAS_ALIGNMENT,Alignment,good
Character,Dagger,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Dagger,HAS_OCCUPATION,Occupation,Vigilante
Character,Dagger,HAS_INTELLIGENCE,Stat,63
Character,Dagger,HAS_STRENGTH,Stat,10
Character,Dagger,HAS_SPEED,Stat,35
Character,Dagger,HAS_DURABILITY,Stat,42
Character,Dagger,HAS_POWER,Stat,52
Character,Dagger,HAS_COMBAT,Stat,70
Character,Daphne Powell,HAS_GENDER,Gender,Female
Character,Daphne Powell,HAS_RACE,Race,
Character,Daphne Powell,HAS_ALIGNMENT,Alignment,good
Character,Daphne Powell,HAS_PUBLISHER,Publisher,ABC Studios
Character,Daphne Powell,HAS_OCCUPATION,Occupation,Student
Character,Daphne Powell,HAS_INTELLIGENCE,Stat,38
Character,Daphne Powell,HAS_STRENGTH,Stat,10
Character,Daphne Powell,HAS_SPEED,Stat,8
Character,Daphne Powell,HAS_DURABILITY,Stat,10
Character,Daphne Powell,HAS_POWER,Stat,56
Character,Daphne Powell,HAS_COMBAT,Stat,10
Character,Daredevil,HAS_GENDER,Gender,Male
Character,Daredevil,HAS_RACE,Race,Human
Character,Daredevil,HAS_ALIGNMENT,Alignment,good
Character,Daredevil,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Daredevil,HAS_OCCUPATION,Occupation,"Adventurer, vigilante, Attorney at Law"
Character,Daredevil,HAS_INTELLIGENCE,Stat,75
Character,Daredevil,HAS_STRENGTH,Stat,13
Character,Daredevil,HAS_SPEED,Stat,25
Character,Daredevil,HAS_DURABILITY,Stat,35
Character,Daredevil,HAS_POWER,Stat,61
Character,Daredevil,HAS_COMBAT,Stat,100
Character,Darkhawk,HAS_GENDER,Gender,Male
Character,Darkhawk,HAS_RACE,Race,Human
Character,Darkhawk,HAS_ALIGNMENT,Alignment,good
Character,Darkhawk,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Darkhawk,HAS_OCCUPATION,Occupation,Retired Superhero
Character,Darkhawk,HAS_INTELLIGENCE,Stat,50
Character,Darkhawk,HAS_STRENGTH,Stat,32
Character,Darkhawk,HAS_SPEED,Stat,33
Character,Darkhawk,HAS_DURABILITY,Stat,70
Character,Darkhawk,HAS_POWER,Stat,74
Character,Darkhawk,HAS_COMBAT,Stat,64
Character,Darkman,HAS_GENDER,Gender,Male
Character,Darkman,HAS_RACE,Race,
Character,Darkman,HAS_ALIGNMENT,Alignment,good
Character,Darkman,HAS_PUBLISHER,Publisher,Universal Studios
Character,Darkman,HAS_OCCUPATION,Occupation,Scientist
Character,Darkman,HAS_INTELLIGENCE,Stat,75
Character,Darkman,HAS_STRENGTH,Stat,14
Character,Darkman,HAS_SPEED,Stat,23
Character,Darkman,HAS_DURABILITY,Stat,85
Character,Darkman,HAS_POWER,Stat,12
Character,Darkman,HAS_COMBAT,Stat,28
Character,Darkseid,HAS_GENDER,Gender,Male
Character,Darkseid,HAS_RACE,Race,New God
Character,Darkseid,HAS_ALIGNMENT,Alignment,bad
Character,Darkseid,HAS_PUBLISHER,Publisher,DC Comics
Character,Darkseid,HAS_OCCUPATION,Occupation,Dictator of Apokolips
Character,Darkseid,HAS_INTELLIGENCE,Stat,88
Character,Darkseid,HAS_STRENGTH,Stat,100
Character,Darkseid,HAS_SPEED,Stat,83
Character,Darkseid,HAS_DURABILITY,Stat,100
Character,Darkseid,HAS_POWER,Stat,100
Character,Darkseid,HAS_COMBAT,Stat,95
Character,Darkstar,HAS_GENDER,Gender,Female
Character,Darkstar,HAS_RACE,Race,Mutant
Character,Darkstar,HAS_ALIGNMENT,Alignment,good
Character,Darkstar,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Darkstar,HAS_OCCUPATION,Occupation,Occupation unknown
Character,Darkstar,HAS_INTELLIGENCE,Stat,38
Character,Darkstar,HAS_STRENGTH,Stat,8
Character,Darkstar,HAS_SPEED,Stat,35
Character,Darkstar,HAS_DURABILITY,Stat,42
Character,Darkstar,HAS_POWER,Stat,79
Character,Darkstar,HAS_COMBAT,Stat,64
Character,Darth Maul,HAS_GENDER,Gender,Male
Character,Darth Maul,HAS_RACE,Race,Dathomirian Zabrak
Character,Darth Maul,HAS_ALIGNMENT,Alignment,bad
Character,Darth Maul,HAS_PUBLISHER,Publisher,George Lucas
Character,Darth Maul,HAS_OCCUPATION,Occupation,-
Character,Darth Maul,HAS_INTELLIGENCE,Stat,56
Character,Darth Maul,HAS_STRENGTH,Stat,48
Character,Darth Maul,HAS_SPEED,Stat,50
Character,Darth Maul,HAS_DURABILITY,Stat,30
Character,Darth Maul,HAS_POWER,Stat,100
Character,Darth Maul,HAS_COMBAT,Stat,100
Character,Darth Vader,HAS_GENDER,Gender,Male
Character,Darth Vader,HAS_RACE,Race,Cyborg
Character,Darth Vader,HAS_ALIGNMENT,Alignment,bad
Character,Darth Vader,HAS_PUBLISHER,Publisher,George Lucas
Character,Darth Vader,HAS_OCCUPATION,Occupation,"Sith Lord, Supreme Commander of the Imperial Fleet"
Character,Darth Vader,HAS_INTELLIGENCE,Stat,69
Character,Darth Vader,HAS_STRENGTH,Stat,48
Character,Darth Vader,HAS_SPEED,Stat,33
Character,Darth Vader,HAS_DURABILITY,Stat,35
Character,Darth Vader,HAS_POWER,Stat,100
Character,Darth Vader,HAS_COMBAT,Stat,100
Character,Dash,HAS_GENDER,Gender,Male
Character,Dash,HAS_RACE,Race,Human
Character,Dash,HAS_ALIGNMENT,Alignment,good
Character,Dash,HAS_PUBLISHER,Publisher,Dark Horse Comics
Character,Dash,HAS_OCCUPATION,Occupation,-
Character,Dash,HAS_INTELLIGENCE,Stat,25
Character,Dash,HAS_STRENGTH,Stat,12
Character,Dash,HAS_SPEED,Stat,92
Character,Dash,HAS_DURABILITY,Stat,60
Character,Dash,HAS_POWER,Stat,20
Character,Dash,HAS_COMBAT,Stat,30
Character,Data,HAS_GENDER,Gender,Male
Character,Data,HAS_RACE,Race,Android
Character,Data,HAS_ALIGNMENT,Alignment,good
Character,Data,HAS_PUBLISHER,Publisher,Star Trek
Character,Data,HAS_OCCUPATION,Occupation,Lieutenant commander
Character,Data,HAS_INTELLIGENCE,Stat,100
Character,Data,HAS_STRENGTH,Stat,32
Character,Data,HAS_SPEED,Stat,21
Character,Data,HAS_DURABILITY,Stat,40
Character,Data,HAS_POWER,Stat,56
Character,Data,HAS_COMBAT,Stat,50
Character,Dazzler,HAS_GENDER,Gender,Female
Character,Dazzler,HAS_RACE,Race,Mutant
Character,Dazzler,HAS_ALIGNMENT,Alignment,good
Character,Dazzler,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Dazzler,HAS_OCCUPATION,Occupation,"Adventurer, singer, former actress, model, revolutionary"
Character,Dazzler,HAS_INTELLIGENCE,Stat,63
Character,Dazzler,HAS_STRENGTH,Stat,10
Character,Dazzler,HAS_SPEED,Stat,33
Character,Dazzler,HAS_DURABILITY,Stat,60
Character,Dazzler,HAS_POWER,Stat,100
Character,Dazzler,HAS_COMBAT,Stat,55
Character,Deadman,HAS_GENDER,Gender,Male
Character,Deadman,HAS_RACE,Race,Human
Character,Deadman,HAS_ALIGNMENT,Alignment,good
Character,Deadman,HAS_PUBLISHER,Publisher,DC Comics
Character,Deadman,HAS_OCCUPATION,Occupation,"Wandering Spirit, Former Circus Aerialist"
Character,Deadman,HAS_INTELLIGENCE,Stat,50
Character,Deadman,HAS_STRENGTH,Stat,10
Character,Deadman,HAS_SPEED,Stat,33
Character,Deadman,HAS_DURABILITY,Stat,100
Character,Deadman,HAS_POWER,Stat,100
Character,Deadman,HAS_COMBAT,Stat,42
Character,Deadpool,HAS_GENDER,Gender,Male
Character,Deadpool,HAS_RACE,Race,Mutant
Character,Deadpool,HAS_ALIGNMENT,Alignment,neutral
Character,Deadpool,HAS_PUBLISHER,Publisher,Evil Deadpool
Character,Deadpool,HAS_OCCUPATION,Occupation,"Mercenary; former enforcer, government operative, sumo wrestler, soldier, assassin, anti-hero, others"
Character,Deadpool,HAS_INTELLIGENCE,Stat,69
Character,Deadpool,HAS_STRENGTH,Stat,32
Character,Deadpool,HAS_SPEED,Stat,50
Character,Deadpool,HAS_DURABILITY,Stat,100
Character,Deadpool,HAS_POWER,Stat,100
Character,Deadpool,HAS_COMBAT,Stat,100
Character,Deadshot,HAS_GENDER,Gender,Male
Character,Deadshot,HAS_RACE,Race,Human
Character,Deadshot,HAS_ALIGNMENT,Alignment,bad
Character,Deadshot,HAS_PUBLISHER,Publisher,DC Comics
Character,Deadshot,HAS_OCCUPATION,Occupation,-
Character,Deadshot,HAS_INTELLIGENCE,Stat,50
Character,Deadshot,HAS_STRENGTH,Stat,10
Character,Deadshot,HAS_SPEED,Stat,23
Character,Deadshot,HAS_DURABILITY,Stat,28
Character,Deadshot,HAS_POWER,Stat,55
Character,Deadshot,HAS_COMBAT,Stat,80
Character,Deathlok,HAS_GENDER,Gender,Male
Character,Deathlok,HAS_RACE,Race,Cyborg
Character,Deathlok,HAS_ALIGNMENT,Alignment,good
Character,Deathlok,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Deathlok,HAS_OCCUPATION,Occupation,-
Character,Deathlok,HAS_INTELLIGENCE,Stat,69
Character,Deathlok,HAS_STRENGTH,Stat,32
Character,Deathlok,HAS_SPEED,Stat,30
Character,Deathlok,HAS_DURABILITY,Stat,70
Character,Deathlok,HAS_POWER,Stat,40
Character,Deathlok,HAS_COMBAT,Stat,60
Character,Deathstroke,HAS_GENDER,Gender,Male
Character,Deathstroke,HAS_RACE,Race,Human
Character,Deathstroke,HAS_ALIGNMENT,Alignment,neutral
Character,Deathstroke,HAS_PUBLISHER,Publisher,DC Comics
Character,Deathstroke,HAS_OCCUPATION,Occupation,"Mercenary; Former Soldier, Big-Game Hunter"
Character,Deathstroke,HAS_INTELLIGENCE,Stat,75
Character,Deathstroke,HAS_STRENGTH,Stat,30
Character,Deathstroke,HAS_SPEED,Stat,35
Character,Deathstroke,HAS_DURABILITY,Stat,100
Character,Deathstroke,HAS_POWER,Stat,47
Character,Deathstroke,HAS_COMBAT,Stat,90
Character,Demogoblin,HAS_GENDER,Gender,Male
Character,Demogoblin,HAS_RACE,Race,Demon
Character,Demogoblin,HAS_ALIGNMENT,Alignment,bad
Character,Demogoblin,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Demogoblin,HAS_OCCUPATION,Occupation,Demonic Redeemer
Character,Demogoblin,HAS_INTELLIGENCE,Stat,50
Character,Demogoblin,HAS_STRENGTH,Stat,48
Character,Demogoblin,HAS_SPEED,Stat,42
Character,Demogoblin,HAS_DURABILITY,Stat,35
Character,Demogoblin,HAS_POWER,Stat,67
Character,Demogoblin,HAS_COMBAT,Stat,60
Character,Destroyer,HAS_GENDER,Gender,Male
Character,Destroyer,HAS_RACE,Race,
Character,Destroyer,HAS_ALIGNMENT,Alignment,bad
Character,Destroyer,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Destroyer,HAS_OCCUPATION,Occupation,-
Character,Destroyer,HAS_INTELLIGENCE,Stat,50
Character,Destroyer,HAS_STRENGTH,Stat,95
Character,Destroyer,HAS_SPEED,Stat,58
Character,Destroyer,HAS_DURABILITY,Stat,98
Character,Destroyer,HAS_POWER,Stat,85
Character,Destroyer,HAS_COMBAT,Stat,70
Character,Diamondback,HAS_GENDER,Gender,Male
Character,Diamondback,HAS_RACE,Race,Human
Character,Diamondback,HAS_ALIGNMENT,Alignment,bad
Character,Diamondback,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Diamondback,HAS_OCCUPATION,Occupation,Criminal
Character,Diamondback,HAS_INTELLIGENCE,Stat,44
Character,Diamondback,HAS_STRENGTH,Stat,16
Character,Diamondback,HAS_SPEED,Stat,23
Character,Diamondback,HAS_DURABILITY,Stat,28
Character,Diamondback,HAS_POWER,Stat,45
Character,Diamondback,HAS_COMBAT,Stat,60
Character,DL Hawkins,HAS_GENDER,Gender,Male
Character,DL Hawkins,HAS_RACE,Race,
Character,DL Hawkins,HAS_ALIGNMENT,Alignment,good
Character,DL Hawkins,HAS_PUBLISHER,Publisher,NBC - Heroes
Character,DL Hawkins,HAS_OCCUPATION,Occupation,"Construction worker, Firefighter"
Character,DL Hawkins,HAS_INTELLIGENCE,Stat,50
Character,DL Hawkins,HAS_STRENGTH,Stat,12
Character,DL Hawkins,HAS_SPEED,Stat,12
Character,DL Hawkins,HAS_DURABILITY,Stat,56
Character,DL Hawkins,HAS_POWER,Stat,48
Character,DL Hawkins,HAS_COMBAT,Stat,56
Character,Doc Samson,HAS_GENDER,Gender,Male
Character,Doc Samson,HAS_RACE,Race,Human / Radiation
Character,Doc Samson,HAS_ALIGNMENT,Alignment,good
Character,Doc Samson,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Doc Samson,HAS_OCCUPATION,Occupation,"Psychiatrist, teacher, adventurer, former special consultant to Gamma Base"
Character,Doc Samson,HAS_INTELLIGENCE,Stat,75
Character,Doc Samson,HAS_STRENGTH,Stat,80
Character,Doc Samson,HAS_SPEED,Stat,33
Character,Doc Samson,HAS_DURABILITY,Stat,80
Character,Doc Samson,HAS_POWER,Stat,36
Character,Doc Samson,HAS_COMBAT,Stat,70
Character,Doctor Doom,HAS_GENDER,Gender,Male
Character,Doctor Doom,HAS_RACE,Race,Human
Character,Doctor Doom,HAS_ALIGNMENT,Alignment,bad
Character,Doctor Doom,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Doctor Doom,HAS_OCCUPATION,Occupation,Monarch
Character,Doctor Doom,HAS_INTELLIGENCE,Stat,100
Character,Doctor Doom,HAS_STRENGTH,Stat,32
Character,Doctor Doom,HAS_SPEED,Stat,20
Character,Doctor Doom,HAS_DURABILITY,Stat,100
Character,Doctor Doom,HAS_POWER,Stat,100
Character,Doctor Doom,HAS_COMBAT,Stat,84
Character,Doctor Fate,HAS_GENDER,Gender,Male
Character,Doctor Fate,HAS_RACE,Race,Human
Character,Doctor Fate,HAS_ALIGNMENT,Alignment,good
Character,Doctor Fate,HAS_PUBLISHER,Publisher,DC Comics
Character,Doctor Fate,HAS_OCCUPATION,Occupation,-
Character,Doctor Fate,HAS_INTELLIGENCE,Stat,81
Character,Doctor Fate,HAS_STRENGTH,Stat,16
Character,Doctor Fate,HAS_SPEED,Stat,25
Character,Doctor Fate,HAS_DURABILITY,Stat,80
Character,Doctor Fate,HAS_POWER,Stat,100
Character,Doctor Fate,HAS_COMBAT,Stat,50
Character,Doctor Octopus,HAS_GENDER,Gender,Male
Character,Doctor Octopus,HAS_RACE,Race,Human
Character,Doctor Octopus,HAS_ALIGNMENT,Alignment,bad
Character,Doctor Octopus,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Doctor Octopus,HAS_OCCUPATION,Occupation,"Former atomic-research consultant, criminal mastermind"
Character,Doctor Octopus,HAS_INTELLIGENCE,Stat,94
Character,Doctor Octopus,HAS_STRENGTH,Stat,48
Character,Doctor Octopus,HAS_SPEED,Stat,33
Character,Doctor Octopus,HAS_DURABILITY,Stat,40
Character,Doctor Octopus,HAS_POWER,Stat,53
Character,Doctor Octopus,HAS_COMBAT,Stat,65
Character,Doctor Strange,HAS_GENDER,Gender,Male
Character,Doctor Strange,HAS_RACE,Race,Human
Character,Doctor Strange,HAS_ALIGNMENT,Alignment,good
Character,Doctor Strange,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Doctor Strange,HAS_OCCUPATION,Occupation,"Sorcerer Supreme, retired neurosurgeon"
Character,Doctor Strange,HAS_INTELLIGENCE,Stat,100
Character,Doctor Strange,HAS_STRENGTH,Stat,10
Character,Doctor Strange,HAS_SPEED,Stat,12
Character,Doctor Strange,HAS_DURABILITY,Stat,84
Character,Doctor Strange,HAS_POWER,Stat,100
Character,Doctor Strange,HAS_COMBAT,Stat,60
Character,Domino,HAS_GENDER,Gender,Female
Character,Domino,HAS_RACE,Race,Human
Character,Domino,HAS_ALIGNMENT,Alignment,good
Character,Domino,HAS_PUBLISHER,Publisher,Marvel Comics
Character,Domino,HAS_OCCUPATION,Occupation,-
Character,Domino,HAS_INTELLIGENCE,Stat,63
Character,Domino,HAS_STRENGTH,Stat,10
Character,Domino,HAS_SPEED,Stat,27
Character,Domino,HAS_DURABILITY,Stat,28
Character,Domino,HAS_POWER,Stat,49
Character,Domino,HAS_COMBAT,Stat,74
Character,Donatello,HAS_GENDER,Gender,Male
Character,Donatello,HAS_RACE,Race,Mutant
Character,Donatello,HAS_ALIGNMENT,Alignment,good
Character,Donatello,HAS_PUBLISHER,Publisher,IDW Publishing
Character,Donatello,HAS_OCCUPATION,Occupation,-
Character,Donatello,HAS_INTELLIGENCE,Stat,88
Character,Donatello,HAS_STRENGTH,Stat,14
Character,Donatello,HAS_SPEED,Stat,46
Character,Donatello,HAS_DURABILITY,Stat,60
Character,Donatello,HAS_POWER,Stat,58
Character,Donatello,HAS_COMBAT,Stat,75
Character,Doomsday,HAS_GENDER,Gender,Male
Character,Doomsday,HAS_RACE,Race,Alien
Character,Doomsday,HAS_ALIGNMENT,Alignment,bad
Character,Doomsday,HAS_PUBLISHER,Publisher,DC Comics
